experiment,prompt,profile_name,generated_text,generation_idx,length,distinct_1,distinct_2,distinct_3,repetition_rate,sentiment_polarity,sentiment_subjectivity,perplexity,rouge_l,entropy,prompt_category,semantic_activation_empathy,condition
phase1,Write about a day in the life of a cloud.,high_serotonin,"Write about a day in the life of a cloud. Read. And I'm the only guy out there with no idea why I'm doing this, but it's been almost a year already, so keep your eyes peeled for any announcements coming to my office or my job, etc. I like to write about some new topics in the cloud and try to",2,62,0.8064516129032258,0.9672131147540984,1.0,0.0,0.0681818181818181,0.7272727272727273,19.430891036987305,0.2666666666666667,3.951461553573608,,,
phase1,Write about a day in the life of a cloud.,high_serotonin,"Write about a day in the life of a cloud. Make more time off for your baby to look for food, clothing and other basic essentials or take care of things when you're in the car.

1. Don't use a cloud app

I have always enjoyed using a smartphone or tablet as I had no idea I was taking up space",3,61,0.8360655737704918,0.9833333333333332,1.0,0.0,0.21875,0.425,19.837581634521484,0.273972602739726,3.804788112640381,,,
phase1,Write about a day in the life of a cloud.,high_serotonin,"Write about a day in the life of a cloud. You never know what may come tomorrow, or what will come. Just be a happy little cloud-man at work, with one hand up the chain and the other right.


1.2

My name is John. I'm your boss. I help you with work, make your",4,54,0.8333333333333334,1.0,1.0,0.0,0.1933035714285714,0.6026785714285714,19.1102237701416,0.2985074626865671,4.162632465362549,,,
phase1,Invent a new holiday and explain how people celebrate it.,baseline,"Invent a new holiday and explain how people celebrate it. We'll explain the meaning of holidays. And the story. It's about an old man in a wheelchair who wakes up to find that he was a snowboarder. It's very emotional and we're going to tell that story.

And it's a classic one. People want to experience",0,56,0.7321428571428571,1.0,1.0,0.0,0.1007575757575757,0.4165530303030303,19.000139236450195,0.2816901408450704,3.908541440963745,,,
phase1,Invent a new holiday and explain how people celebrate it.,baseline,"Invent a new holiday and explain how people celebrate it. We're talking about the Thanksgiving holiday, so maybe this idea can be put to an end when you've got the holiday season all sorted out before the holidays.

One of the things we're doing this year is to get the holiday up with something really old, old that looks like what we",1,62,0.8548387096774194,0.9836065573770492,1.0,0.0,0.1121212121212121,0.2848484848484848,21.882169723510746,0.2666666666666667,3.996484518051148,,,
phase1,Invent a new holiday and explain how people celebrate it.,baseline,"Invent a new holiday and explain how people celebrate it. And I don't even have a problem at all with a great holiday – even if it sounds stupid.

What are your top five worst holiday quotes? Tell us about them below.",2,42,0.8571428571428571,1.0,1.0,0.0,-0.0727272727272727,0.740909090909091,23.812334060668945,0.3846153846153846,3.7202467918396,,,
phase1,Invent a new holiday and explain how people celebrate it.,baseline,"Invent a new holiday and explain how people celebrate it. Then leave it to other people to do the same. I often find this one a very effective lesson as you are making the effort to find an idea, to do something you find useful. If you don't have time, find something else. Try it once in a while for yourself and you will",3,64,0.734375,0.984126984126984,1.0,0.0,0.2182727272727272,0.3909090909090909,22.058353424072266,0.2666666666666667,3.789785623550415,,,
phase1,Invent a new holiday and explain how people celebrate it.,baseline,"Invent a new holiday and explain how people celebrate it.

2. Buy one!

This could also be a great exercise: make new items you're looking for, put them in your closet. These items are so popular that you can't wait to buy more. You can do this in the beginning of the campaign by buying up all of",4,58,0.8448275862068966,1.0,1.0,0.0,0.4413636363636364,0.6118181818181818,20.92768859863281,0.2857142857142857,3.813432455062866,,,
phase1,Invent a new holiday and explain how people celebrate it.,high_dopamine,"Invent a new holiday and explain how people celebrate it.

""On top of that, there's that Easter spirit,"" he said, while explaining how each one of the holidays is different and the differences of celebrating each one individually rather than with another celebration. ""The holidays we enjoy so many different variations on, these include what is known as the holiday",0,60,0.8,0.9830508474576272,1.0,0.0,0.2194805194805194,0.5077922077922078,28.29320907592773,0.2816901408450704,3.938106060028076,,,
phase1,Invent a new holiday and explain how people celebrate it.,high_dopamine,"Invent a new holiday and explain how people celebrate it. It's important to recognize that celebrating one day with your kid is like being in Disneyland with the Santa. A lot more interesting is getting a family present on Thanksgiving.

Happy Holidays!

Happy Birthday to all our guests!",1,48,0.875,1.0,1.0,0.0,0.5051948051948052,0.6363636363636365,28.12640380859375,0.3389830508474576,3.935204744338989,,,
phase1,Invent a new holiday and explain how people celebrate it.,high_dopamine,Invent a new holiday and explain how people celebrate it. Use your own imagination on this topic by visiting our Facebook page! If you love this holiday so much and feel encouraged to give the holiday a try we will gladly make some amazing gifts to share around.,2,48,0.875,1.0,1.0,0.0,0.4477272727272727,0.6924242424242425,34.77483367919922,0.3448275862068966,3.769940614700317,,,
phase1,Invent a new holiday and explain how people celebrate it.,high_dopamine,"Invent a new holiday and explain how people celebrate it. We will give you a story about that. I will bring it to an actual, honest conversation between you, our best friends. We will also show you some fun stuff in the first weeks of 2016, with a story that you probably shouldn't know at all...just not us.


And",3,59,0.847457627118644,0.9655172413793104,1.0,0.0,0.381060606060606,0.3813131313131313,30.190324783325195,0.2816901408450704,4.015889644622803,,,
phase1,Invent a new holiday and explain how people celebrate it.,high_dopamine,"Invent a new holiday and explain how people celebrate it.

What are the myths they fall back on after coming into existence?

For starters, people do come into this world out of nowhere. If someone thinks they're crazy, they might come up with a little way of making that up – a way to tell them to shut up for a",4,61,0.7868852459016393,1.0,1.0,0.0,-0.1627840909090909,0.4636363636363636,19.013181686401367,0.2816901408450704,3.5658655166625977,,,
phase1,Invent a new holiday and explain how people celebrate it.,high_cortisol,"Invent a new holiday and explain how people celebrate it. The holiday is called ""New Year's Eve.""

A child presents a piece of fruit and leaves the front door unlocked. The fruit falls open. Some people love the idea, but they don't want to know about it.

If you open the door and a person opens the door",0,58,0.7241379310344828,0.9824561403508772,1.0,0.0,0.1545454545454545,0.5018181818181818,15.648283004760742,0.2857142857142857,3.766387462615967,,,
phase1,Invent a new holiday and explain how people celebrate it.,high_cortisol,"Invent a new holiday and explain how people celebrate it.

I know people are trying to find ways to use the holiday but I think the majority of people probably don't get that.
",1,33,0.8181818181818182,1.0,1.0,0.0,0.1363636363636363,0.4545454545454545,19.95120429992676,0.4545454545454545,3.96718168258667,,,
phase1,Invent a new holiday and explain how people celebrate it.,high_cortisol,"Invent a new holiday and explain how people celebrate it.


If you've ever loved Christmas and your family has been out and about Christmas before, do it before they return. And that's a great way to get their attention. This is so important to us because it's the time of year when we can celebrate Christmas as we might have previously thought",2,62,0.8548387096774194,1.0,1.0,0.0,0.3739393939393939,0.6342424242424243,18.46660804748535,0.2666666666666667,3.849564790725708,,,
phase1,Invent a new holiday and explain how people celebrate it.,high_cortisol,"Invent a new holiday and explain how people celebrate it. Learn how to save a life. We'll help you write a letter on what your holiday is doing. Or, help you learn about what this holiday is all about. Learn from your friends, family and coworkers. Find out what they've done so far.

Learn how to buy a new",3,59,0.6779661016949152,0.913793103448276,0.9824561403508772,0.0175438596491228,0.1242424242424242,0.6363636363636364,15.52289867401123,0.2816901408450704,3.758321523666382,,,
phase1,Invent a new holiday and explain how people celebrate it.,high_cortisol,"Invent a new holiday and explain how people celebrate it.

I'm glad you did, because I'll try to answer your question as best I can. You say it makes sense that if you make a movie like it is, they will feel like they really loved it and the ending will be huge. You're right, but are you really going",4,60,0.8166666666666667,1.0,1.0,0.0,0.4602968460111317,0.59860853432282,18.43357276916504,0.273972602739726,3.742620229721069,,,
phase1,Invent a new holiday and explain how people celebrate it.,high_oxytocin,"Invent a new holiday and explain how people celebrate it.

""They don't get out of bed to go, they don't hear the bells going, they don't know when to take a shower or do something. They can't really understand why someone would make a holiday out of this.""

As the festive holiday wears on they will be",0,57,0.7719298245614035,0.9642857142857144,1.0,0.0,0.1681818181818181,0.3272727272727272,16.956562042236328,0.2816901408450704,3.70406436920166,,,
phase1,Invent a new holiday and explain how people celebrate it.,high_oxytocin,"Invent a new holiday and explain how people celebrate it.

Make the holiday happen and explain how people celebrate it.",1,20,0.65,0.7368421052631579,0.7777777777777778,0.2222222222222222,0.1363636363636363,0.4545454545454545,25.04061317443848,0.6666666666666666,4.08834171295166,,,
phase1,Invent a new holiday and explain how people celebrate it.,high_oxytocin,"Invent a new holiday and explain how people celebrate it.

For more holiday shopping tips, follow us on Facebook or Twitter @TravelerHoliday.",2,22,0.9545454545454546,1.0,1.0,0.0,0.3181818181818182,0.4772727272727273,24.725927352905277,0.625,4.04893159866333,,,
phase1,Invent a new holiday and explain how people celebrate it.,high_oxytocin,"Invent a new holiday and explain how people celebrate it.

1

The Christmas event is a good place to start planning out the first holiday with the family, where you can discuss Christmas with your friend or family (your family might be part of the same group as you!) you can join together and talk about how to do a bit of the",3,63,0.746031746031746,0.967741935483871,1.0,0.0,0.2715909090909091,0.378219696969697,26.026220321655277,0.273972602739726,3.92042875289917,,,
phase1,Invent a new holiday and explain how people celebrate it.,high_oxytocin,"Invent a new holiday and explain how people celebrate it. A lot of you have probably spent the summer just checking out some Disney stuff and just not taking up the task. But then…

This week, as we celebrate New Year, the world learned the meaning of Christmas in China. So who is celebrating Christmas? Is it Christmas or just Hanuk",4,61,0.8032786885245902,1.0,1.0,0.0,0.0575757575757575,0.3363636363636363,30.501224517822266,0.2816901408450704,4.084366321563721,,,
phase1,Invent a new holiday and explain how people celebrate it.,high_adrenaline,"Invent a new holiday and explain how people celebrate it. We are also going to have a special guest at your next event.

If you have any questions about this event, please email [email protected]. We will respond to our questions within a week. Thank you.

If you would like to learn more about this event or how it may",0,60,0.8,0.9661016949152542,1.0,0.0,0.2483766233766233,0.3814935064935065,10.25302791595459,0.2857142857142857,3.339015483856201,,,
phase1,Invent a new holiday and explain how people celebrate it.,high_adrenaline,"Invent a new holiday and explain how people celebrate it. The holiday has come to its senses thanks to a series of events that celebrate the holiday season by giving people something different in exchange for it.

There's a new holiday that takes us on an even stranger journey to the Middle Earth. The holiday season has come to its senses thanks to a series",1,65,0.6,0.796875,0.8571428571428571,0.1428571428571429,0.1121212121212121,0.3181818181818182,15.48172092437744,0.2631578947368421,3.755826711654663,,,
phase1,Invent a new holiday and explain how people celebrate it.,high_adrenaline,"Invent a new holiday and explain how people celebrate it.

We have a lot in common, and this holiday can make your day memorable. Whether you are an entrepreneur, entrepreneur, businessman, or just looking for the perfect gift, there is something to do here.

We will be offering a special selection of gift ideas to our holidaymakers for",2,58,0.8620689655172413,1.0,1.0,0.0,0.3387012987012987,0.7051948051948053,14.463696479797363,0.2941176470588235,3.823760509490967,,,
phase1,Invent a new holiday and explain how people celebrate it.,high_adrenaline,"Invent a new holiday and explain how people celebrate it.

A new Christmas.

The first thing to know is that you're not going to go to the doctor tomorrow to see a doctor because you're too busy to go and talk about Christmas.

That's because, after a very long holiday, the Christmas spirit begins to turn to",3,57,0.7017543859649122,0.9642857142857144,1.0,0.0,0.1115454545454545,0.4124848484848485,13.873960494995115,0.2857142857142857,3.899366617202759,,,
phase1,Invent a new holiday and explain how people celebrate it.,high_adrenaline,"Invent a new holiday and explain how people celebrate it.

The New Year brings us back to our favorite holiday season of all! We've all had this wonderful holiday season that feels like nothing has truly happened, but it's time to celebrate a little more by doing it!

What are holidays?

When we think about our favorite holidays",4,58,0.8448275862068966,0.9649122807017544,1.0,0.0,0.354403409090909,0.6136363636363636,15.464378356933594,0.2857142857142857,3.763461112976074,,,
phase1,Invent a new holiday and explain how people celebrate it.,high_serotonin,"Invent a new holiday and explain how people celebrate it. It's an attempt to get the new holiday celebrated, without having to convince anyone that it's good.

This is the point when we become overwhelmed when it comes to the fact that one doesn't have to convince anybody to do a better holiday for them.

But they say to themselves",0,60,0.75,0.9661016949152542,1.0,0.0,0.3645454545454545,0.5518181818181819,21.54281616210937,0.273972602739726,3.773186922073364,,,
phase1,Invent a new holiday and explain how people celebrate it.,high_serotonin,"Invent a new holiday and explain how people celebrate it. This guide was produced to help people find out who their holidays are, and make it a more helpful guide when your local food shop has them.

When will they end? A great question, right? But no matter how you approach it - most people won't. Instead, you won't",1,59,0.8305084745762712,1.0,1.0,0.0,0.3703463203463203,0.4567099567099567,26.181861877441406,0.2857142857142857,3.65341854095459,,,
phase1,Invent a new holiday and explain how people celebrate it.,high_serotonin,"Invent a new holiday and explain how people celebrate it. See why some folks can be just as passionate about it as others, but why this should be considered optional.

1 The holiday celebrates tradition in itself.

The concept that the holidays are held by everyone for everyone by themselves sounds familiar. But how exactly is this in the holiday itself?",2,61,0.7704918032786885,0.9833333333333332,1.0,0.0,0.1778409090909091,0.5136363636363637,30.6646785736084,0.2816901408450704,3.983690023422241,,,
phase1,Invent a new holiday and explain how people celebrate it.,high_serotonin,"Invent a new holiday and explain how people celebrate it.


How to play with a holiday

Start with the same rule, then add a new category to your game:",3,29,0.7586206896551724,0.9642857142857144,1.0,0.0,-0.0318181818181818,0.3585227272727272,30.904491424560547,0.5128205128205129,4.678375244140625,,,
phase1,Invent a new holiday and explain how people celebrate it.,high_serotonin,Invent a new holiday and explain how people celebrate it. Don't get stuck by old people having their way over their holiday ideas. Get real and explain everything. The real question here is this: What do I do to improve my relationship with people while still building it? And what does the best way of having people around me make it to be the happiest,4,65,0.7384615384615385,0.984375,1.0,0.0,0.3272727272727272,0.3109090909090909,33.07229995727539,0.2631578947368421,3.899991750717163,,,
phase1,Tell a story from the perspective of a tree in a busy city.,baseline,"Tell a story from the perspective of a tree in a busy city. Why are people angry when they don't know that they are being threatened? It's a lot to ask but I want to show you why we need to fight and I believe we need to take it as an urgency. It's why I feel we need to be together, and that has been our",0,67,0.7014925373134329,0.9393939393939394,0.9692307692307692,0.0307692307692307,-0.2,0.65,16.047529220581055,0.3132530120481928,3.849088430404663,,,
phase1,Tell a story from the perspective of a tree in a busy city.,baseline,"Tell a story from the perspective of a tree in a busy city. A simple but important lesson was that if a tree leaves a neighborhood like Los Angeles, it is in good shape and will move in at just the right time.

This is a great lesson to remember from the recent recent post on How to Avoid Trees for a Long Night, with a brief explanation",1,68,0.7352941176470589,0.9701492537313432,1.0,0.0,0.2235714285714286,0.4776190476190476,21.63003921508789,0.3209876543209876,4.410791873931885,,,
phase1,Tell a story from the perspective of a tree in a busy city.,baseline,"Tell a story from the perspective of a tree in a busy city. Maybe a little, maybe a lot, depending on whom you ask."" He was talking of people like those who've been there a bit. ""I suppose your name is Jim Cawthon."" ""Yeah, so you think the city is called Porthos, or that's what you really",2,57,0.8070175438596491,0.9821428571428572,1.0,0.0,0.0375,0.3333333333333333,22.972078323364254,0.3611111111111111,4.171327114105225,,,
phase1,Tell a story from the perspective of a tree in a busy city.,baseline,"Tell a story from the perspective of a tree in a busy city.

The man next to me leaned over her shoulders. ""I know it sounds like you're just trying to get a good look at the tree. What do you want?""

She reached down and pulled a small piece of paper out of the palm of the hand, reading. It contained",3,62,0.7903225806451613,0.9836065573770492,1.0,0.0,0.0788888888888888,0.3177777777777778,11.242064476013184,0.3421052631578947,3.5929346084594727,,,
phase1,Tell a story from the perspective of a tree in a busy city.,baseline,"Tell a story from the perspective of a tree in a busy city.

If you've ever wanted to know what a good tree looks like, that's probably enough of a reason to stop by the National Arbor Museum of Canada's new tree collection, located at the center of downtown Toronto. This collection, as it's called, ""a remarkable collection of trees in",4,61,0.7540983606557377,0.9833333333333332,1.0,0.0,0.2643939393939394,0.4507575757575758,11.73638916015625,0.3333333333333333,3.936579465866089,,,
phase1,Tell a story from the perspective of a tree in a busy city.,high_dopamine,"Tell a story from the perspective of a tree in a busy city. What will happen if you leave an island for the night?

The answer isn't certain – all we know is the next day will be an eerie and horrifying evening after hours of darkness in some towns. At first I've worried about whether I'd be caught in any kind of conspiracy to see",0,66,0.8181818181818182,1.0,1.0,0.0,-0.0336734693877551,0.5863945578231293,24.192975997924805,0.3209876543209876,4.060763359069824,,,
phase1,Tell a story from the perspective of a tree in a busy city.,high_dopamine,"Tell a story from the perspective of a tree in a busy city. If that sounds like a real need, try trying a story from Chicago. In other words, just a way to tell if you're still thinking that the situation is working as you hope for it to do, it can't be anything serious. What if you have a story or two that you feel",1,66,0.696969696969697,0.953846153846154,0.984375,0.015625,-0.0395833333333333,0.4104166666666666,23.568782806396484,0.3209876543209876,3.917886734008789,,,
phase1,Tell a story from the perspective of a tree in a busy city.,high_dopamine,"Tell a story from the perspective of a tree in a busy city.

(Photo: Provided)

It's a simple little idea. The tree is trying to find some help.

""You go down a street where there's a lot of people and when you come up against a bad road and when you look a bit out of the side,",2,58,0.7413793103448276,0.9649122807017544,0.9821428571428572,0.0178571428571429,-0.1886111111111111,0.4225396825396825,13.994698524475098,0.3561643835616438,3.825575113296509,,,
phase1,Tell a story from the perspective of a tree in a busy city.,high_dopamine,"Tell a story from the perspective of a tree in a busy city. For example... The next day at 11 PM you call this ""Pizza Delivery from Your Home"", even though it doesn't call your home. At 10 PM you go to your local cafe for a quick lunch with local folks. And then you drive through the neighborhood to my local Pizza Hut for the",3,66,0.7121212121212122,0.9846153846153848,1.0,0.0,0.0722222222222222,0.1333333333333333,26.61412048339844,0.325,4.295454025268555,,,
phase1,Tell a story from the perspective of a tree in a busy city.,high_dopamine,"Tell a story from the perspective of a tree in a busy city.

How to help.

Do you know how you or someone you know can do this, or need something? I can help!

Please consider the tips below. Help others. Get help early. Support other people that may have other needs. We all have a personal connection or",4,59,0.7457627118644068,0.9827586206896552,1.0,0.0,-0.0049999999999999,0.33,19.42196655273437,0.3611111111111111,3.6807827949523926,,,
phase1,Tell a story from the perspective of a tree in a busy city.,high_cortisol,"Tell a story from the perspective of a tree in a busy city.

The trees can move around, sway and sway. They could even be an extension of your character.
: The best story, the best story is the one you have to be sure of. I don't want to think of the story of a person being killed, I want to have",0,63,0.6825396825396826,0.9516129032258064,1.0,0.0,0.48,0.3577777777777777,19.065038681030277,0.3421052631578947,4.299295902252197,,,
phase1,Tell a story from the perspective of a tree in a busy city.,high_cortisol,"Tell a story from the perspective of a tree in a busy city.

The first thing you know is that we're on the way to the bottom of the Atlantic Ocean at a rate of 10,000 meters per second. This amount of force equals the force of gravity—the amount of weight and weightlessness you would need to lift yourself up from the earth.",1,63,0.6984126984126984,0.967741935483871,1.0,0.0,0.1166666666666666,0.2111111111111111,11.727655410766602,0.3291139240506329,3.777393579483032,,,
phase1,Tell a story from the perspective of a tree in a busy city.,high_cortisol,Tell a story from the perspective of a tree in a busy city. Why are people always going to run to their house to get out of the way of the tree? It is very hard for people to deal with the presence of a huge tree when they are in a rural location. People will never feel as comfortable walking in the middle of a busy street. And so,2,70,0.6714285714285714,0.927536231884058,1.0,0.0,0.0886904761904761,0.4291666666666666,14.256024360656738,0.3132530120481928,3.850979804992676,,,
phase1,Tell a story from the perspective of a tree in a busy city.,high_cortisol,"Tell a story from the perspective of a tree in a busy city. Or maybe this was only in the past and not present years. But you might see something similar if you look around, and make sure to check your trees for anything that makes them look like they are alive and well. But as a tree-dweller, there is always something you can add",3,65,0.8153846153846154,1.0,1.0,0.0,0.0642857142857142,0.4626984126984127,18.474464416503903,0.3291139240506329,4.0165886878967285,,,
phase1,Tell a story from the perspective of a tree in a busy city.,high_cortisol,"Tell a story from the perspective of a tree in a busy city. It might help your team on a mission. This kind of story is especially important in sports, where teams rarely get more than six players to a game. (For example, Boston scored 15 in the first quarter in the 2013 postseason, but the team won a game, and then lost again in the",4,66,0.7575757575757576,0.9692307692307692,1.0,0.0,0.21875,0.5916666666666667,17.469696044921875,0.3291139240506329,4.137058258056641,,,
phase1,Tell a story from the perspective of a tree in a busy city.,high_oxytocin,"Tell a story from the perspective of a tree in a busy city. An experienced reporter will tell a story with a common sense perspective to capture and convey your stories through a story line, and they will come across things that you want to tell and they are going to help you to tell it better. It's critical to know what kind of stories you want to tell and",0,70,0.6142857142857143,0.8695652173913043,0.9411764705882352,0.0588235294117647,0.2833333333333334,0.65,15.813801765441896,0.3095238095238095,3.8400275707244873,,,
phase1,Tell a story from the perspective of a tree in a busy city.,high_oxytocin,"Tell a story from the perspective of a tree in a busy city. In one part of China, it's illegal to give it to a stranger in exchange for a piece of fruit. A foreigner is likely to have been born without the legal permission of his father or grandfather. Another aspect is that even while not legally allowed, the government sometimes allows foreign firms to be involved",1,68,0.7647058823529411,1.0,1.0,0.0,-0.0708333333333333,0.3875,18.830846786499023,0.3170731707317073,4.114527702331543,,,
phase1,Tell a story from the perspective of a tree in a busy city.,high_oxytocin,Tell a story from the perspective of a tree in a busy city. As if you're sitting in a forest and it has a terrible time. A big tree in the middle of the city is trying to do its thing. It will make you scream or cry. Sometimes the tree breaks down a bit but it can just keep moving until it is safe to move on.,2,68,0.7205882352941176,0.9701492537313432,1.0,0.0,-0.0925925925925926,0.3648148148148148,16.43596839904785,0.3170731707317073,4.054377555847168,,,
phase1,Tell a story from the perspective of a tree in a busy city.,high_oxytocin,"Tell a story from the perspective of a tree in a busy city.

For example: As part of our ongoing analysis to understand the growing population and trends over time in the United States, we analyzed 10 years of data compiled by the U.S. Department of Agriculture from the National Center for Environmental Data. Using data from the National Research Council of the United States",3,65,0.7076923076923077,0.9375,0.984126984126984,0.0158730158730159,0.0,0.2,10.656783103942873,0.3291139240506329,3.4663894176483154,,,
phase1,Tell a story from the perspective of a tree in a busy city.,high_oxytocin,"Tell a story from the perspective of a tree in a busy city. I wanted to be up on the same page as the story you're reading.

You might notice that if you start reading your own story, we're still looking for characters to use. But if we are working on a new book, it usually requires an existing character to appear alongside you in",4,65,0.8,1.0,1.0,0.0,0.1172727272727272,0.4259090909090909,18.511032104492188,0.325,4.003354072570801,,,
phase1,Tell a story from the perspective of a tree in a busy city.,high_adrenaline,"Tell a story from the perspective of a tree in a busy city.

A tree has a name

When I first saw a tree I knew a tree was there to be found. I remember that when I got home from college I saw my first glimpse of it.

But I didn't think of it as a tree I knew, because I hadn",0,63,0.6190476190476191,0.9032258064516128,0.9836065573770492,0.0163934426229508,0.1999999999999999,0.3222222222222222,10.947660446166992,0.3376623376623376,3.6666531562805176,,,
phase1,Tell a story from the perspective of a tree in a busy city.,high_adrenaline,"Tell a story from the perspective of a tree in a busy city.

We can be in a situation where the weather is bad or the roads are too dangerous.

But in a city like Seattle, if we have to get rid of the weather, that's what we do and it's our fault. And it's all in our power. We have",1,61,0.7049180327868853,0.9333333333333332,1.0,0.0,-0.3999999999999999,0.6222222222222222,12.64579963684082,0.3376623376623376,3.906095743179321,,,
phase1,Tell a story from the perspective of a tree in a busy city.,high_adrenaline,"Tell a story from the perspective of a tree in a busy city. If you don't believe us, we are wrong: You should not read this article in any other context.

If you read this blog post in any other context, you have to stop reading it and stop reading about it. You don't need to start your own blog.

In",2,61,0.7049180327868853,0.9,0.9830508474576272,0.0169491525423728,-0.01,0.5900000000000001,10.59982681274414,0.3421052631578947,3.6763086318969727,,,
phase1,Tell a story from the perspective of a tree in a busy city.,high_adrenaline,"Tell a story from the perspective of a tree in a busy city. Or a tree's head. Or maybe it's just the bark, or maybe there is something about it that gives it the impression that the branches are not being cut down for trees.

This was a good day for this article. I had the pleasure of working with the tree in the field",3,65,0.6923076923076923,0.96875,1.0,0.0,0.2148148148148148,0.3962962962962963,14.638084411621094,0.325,4.317788600921631,,,
phase1,Tell a story from the perspective of a tree in a busy city.,high_adrenaline,"Tell a story from the perspective of a tree in a busy city. The trees that stand out are the trees that are in a city, and the trees that are in a country. You see these trees. You go out into a country. It was just the way that we were growing, and we grew to this size and that was how we got it started.",4,67,0.582089552238806,0.8636363636363636,0.9230769230769232,0.0769230769230768,0.1,0.3,14.699823379516602,0.325,4.101927280426025,,,
phase1,Tell a story from the perspective of a tree in a busy city.,high_serotonin,"Tell a story from the perspective of a tree in a busy city. What sort of tree has its limbs stuck out from behind the big trees, a symbol of beauty and elegance, the kind of tree that can open the gap between heaven and hell or get its life from being pulled in all directions?

But let's not waste any time on that. Our main",0,66,0.7575757575757576,0.9846153846153848,1.0,0.0,0.0809523809523809,0.4047619047619047,22.633464813232425,0.325,4.173708438873291,,,
phase1,Tell a story from the perspective of a tree in a busy city.,high_serotonin,Tell a story from the perspective of a tree in a busy city.,1,13,0.8461538461538461,1.0,1.0,0.0,0.1,0.3,33.47962951660156,1.0,5.149584770202637,,,
phase1,Tell a story from the perspective of a tree in a busy city.,high_serotonin,"Tell a story from the perspective of a tree in a busy city.

But for those who don't want to see what's happening on a day that seems like a pretty good time for you to call out your inner geek when they tell you nothing and your whole family seems to be asleep, let's take the opportunity here to tell you something you will never know",2,67,0.7611940298507462,0.9848484848484848,1.0,0.0,0.2499999999999999,0.4933333333333333,18.892667770385746,0.3132530120481928,4.039381504058838,,,
phase1,Tell a story from the perspective of a tree in a busy city.,high_serotonin,"Tell a story from the perspective of a tree in a busy city. It can do something.

I know you guys love me with the book and have written countless short and long stories, but we're all doing the same thing in a different way. As you know, this isn't how any story takes off, we write, we execute and our craft is",3,63,0.8253968253968254,0.9838709677419356,1.0,0.0,0.0785714285714285,0.4035714285714286,23.373767852783203,0.3333333333333333,4.00278902053833,,,
phase1,Tell a story from the perspective of a tree in a busy city.,high_serotonin,"Tell a story from the perspective of a tree in a busy city.

Take a stroll at Pico's to see a couple, in a park near our studio, to hear what happened from them. The first thing is, what did their owner or his wife say, and the second was what their son said, so we might do some research here.
",4,61,0.7868852459016393,0.9833333333333332,1.0,0.0,0.1125,0.2583333333333333,28.94292259216309,0.3466666666666667,4.277413368225098,,,
phase1,Create a dialogue between the sun and the moon.,baseline,"Create a dialogue between the sun and the moon. The only way to obtain this event is through the quest ""Cultivation of Dragon Wings"". (Note: For complete descriptions of ""Dragon Wings"", see the dialogue section of this guide)

Cultivation of Dragon Wings Edit

In this quest you will find that only a few of",0,54,0.7222222222222222,0.981132075471698,1.0,0.0,-0.025,0.625,11.01706314086914,0.2857142857142857,3.613136291503906,,,
phase1,Create a dialogue between the sun and the moon.,baseline,"Create a dialogue between the sun and the moon.


This is not done. At the beginning of the game you can choose to move a tile that is on another tile of this tile that you have a direct line from. To accomplish this you have to place your character on that particular tile. Each tile has an ""x"" and a """,1,62,0.6451612903225806,0.9672131147540984,1.0,0.0,-0.0444444444444444,0.3777777777777777,15.08024787902832,0.2571428571428572,3.755030632019043,,,
phase1,Create a dialogue between the sun and the moon.,baseline,"Create a dialogue between the sun and the moon.

3.8.5 You can even see stars and meteors by looking up your viewfinder. It's up to you, of course, to customize it in other settings. To find a galaxy you don't want, simply look up the number of objects to zoom in or click the",2,54,0.7592592592592593,1.0,1.0,0.0,-0.0625,0.3660714285714286,18.09271240234375,0.2686567164179104,3.429663181304932,,,
phase1,Create a dialogue between the sun and the moon.,baseline,"Create a dialogue between the sun and the moon. An optional feature in all versions of Mac OS will let you place a note in your clipboard on the page containing the text. However, not all notes will be included or even available (only the latest, and new, notes may be given from a future release).

Click on a note.",3,60,0.7666666666666667,1.0,1.0,0.0,0.2072727272727272,0.5759090909090909,22.989776611328125,0.2608695652173913,4.063876152038574,,,
phase1,Create a dialogue between the sun and the moon.,baseline,"Create a dialogue between the sun and the moon. This dialogue is usually done as you press the left cursor to make a command word that is written in either English or French.

This dialog will tell you about how much time we'll be using the moon as our primary source of energy and what we can do in the long run to make it",4,65,0.7846153846153846,0.984375,1.0,0.0,0.0428571428571428,0.1928571428571428,16.279987335205078,0.24,3.865209579467773,,,
phase1,Create a dialogue between the sun and the moon.,high_dopamine,"Create a dialogue between the sun and the moon. If he had written it in such a way you wouldn't have thought his character is lying to you, and I understand that's probably a bad thing, as he said it, but you have to think in what form your writing is going to take. That's a concern.""

You said",0,59,0.7457627118644068,1.0,1.0,0.0,-0.3499999999999999,0.5833333333333333,19.122779846191406,0.2535211267605634,3.6003530025482178,,,
phase1,Create a dialogue between the sun and the moon.,high_dopamine,"Create a dialogue between the sun and the moon. A true friendship is created, and a friendship formed must be maintained in such a way that each can achieve his own path. Thus our Sun and the Moon meet in an old common room of ancient temples where the worshipers have worshipped since childhood. The sun of the Old Moon lies right at their own",1,65,0.7230769230769231,0.953125,0.984126984126984,0.0158730158730159,0.2169642857142857,0.5732142857142857,27.92097282409668,0.2432432432432432,4.293551921844482,,,
