condition,condition_type,hormone_profile_name,semantic_category,semantic_strength,prompt,prompt_category,generated_text,generation_idx,length,distinct_1,distinct_2,distinct_3,repetition_rate,sentiment_polarity,sentiment_subjectivity,semantic_activation_empathy,semantic_activation_creativity,semantic_activation_caution,semantic_activation_factual,semantic_activation_enthusiasm,dominant_semantic_category,dominant_semantic_score,semantic_coherence
lexical_empathy,lexical_only,empathic,,0.0,How to build sustainable cities?,open_ended,"How to build sustainable cities? There are a myriad of challenges to finding these areas, and it's always possible to stumble into land which is otherwise unremarkable, without help from government and private institutions.

However, when it comes to land use and how it can be reigned in – if ever – we are now heading",32,56,0.8214285714285714,1.0,1.0,0.0,-0.016666666666666666,0.4916666666666667,-0.07598131150007248,0.17806342244148254,0.10909394174814224,0.05146424099802971,0.06175576150417328,creativity,0.17806342244148254,
lexical_empathy,lexical_only,empathic,,0.0,Describe the origins of democracy.,factual_qa,"Describe the origins of democracy.


What's important from the first day? If you wanted to know what the first place that Americans were in was before the New Deal, which would be the U.S. Constitution, let's take a short look at the founding laws and those that came down from its drafting desk just before",33,55,0.8363636363636363,0.9814814814814815,1.0,0.0,0.1468013468013468,0.45168350168350163,-0.046940531581640244,0.11920355260372162,-0.018301455304026604,0.03997476398944855,0.04987892508506775,creativity,0.11920355260372162,
lexical_empathy,lexical_only,empathic,,0.0,What goes up but never comes down?,reasoning,"What goes up but never comes down?

How is this a matter of policy? There are clear and obvious issues. I think the policy of immigration that the Trump Administration seems to have embraced is based upon their own interests in order to control us from them. There has been a concerted effort to turn immigration into crime, of the kinds",34,61,0.8360655737704918,1.0,1.0,0.0,0.1361111111111111,0.5430555555555556,-0.007790061645209789,-0.04229218140244484,0.2108869105577469,0.09507844597101212,0.024533066898584366,caution,0.2108869105577469,
lexical_empathy,lexical_only,empathic,,0.0,"If you flip 3 coins, what's the probability all land on heads?",reasoning,"If you flip 3 coins, what's the probability all land on heads? In terms of probability, the one that flips a coin will actually end up with at least 1 dead land. However, there's no fixed set of land values for which the probability of all land flips, whether in real-world world, in the wild, in poker, or on a casino floor",35,62,0.7741935483870968,0.9672131147540983,1.0,0.0,-0.09000000000000001,0.3,-0.009215842001140118,0.036257900297641754,0.045453764498233795,-0.01575443148612976,-0.012228605337440968,caution,0.045453764498233795,
lexical_empathy,lexical_only,empathic,,0.0,"If you could master any skill instantly, what would it be?",open_ended,"If you could master any skill instantly, what would it be? A Skill that requires a lot of effort? This skill needs an entire generation of apprentices before we can use it for anything. But now, after we've completed the training, we're able to practice with these other two apprentices! It might be impossible to learn these skills simultaneously, because we can't",36,62,0.8548387096774194,1.0,1.0,0.0,-0.06458333333333333,0.6583333333333333,0.04124590754508972,0.1753145307302475,0.06181361898779869,0.024022284895181656,0.13708002865314484,creativity,0.1753145307302475,
lexical_empathy,lexical_only,empathic,,0.0,How should we approach environmental responsibility?,open_ended,"How should we approach environmental responsibility? Is any effort to increase climate change the number choice in this country? Would our actions reflect a shift toward the less affluent? Do they help achieve real climate change goals rather than increasing emissions?

(b) Is it really an option, given that some parts of the U.S. have",37,55,0.9090909090909091,0.9814814814814815,1.0,0.0,0.22083333333333333,0.37916666666666665,-0.06400570273399353,0.1252661645412445,0.26342207193374634,0.08463327586650848,-0.0550389438867569,caution,0.26342207193374634,
lexical_empathy,lexical_only,empathic,,0.0,I'm worried about my job interview next week.,empathic_support,"I'm worried about my job interview next week. I got a call from Mr. Muthana with a letter of offer. They asked if I wanted a position from them. There was a lot of hostility, so I had to go out to my clients and speak against the whole enterprise."" The man called him about his job application but never arrived",38,61,0.8032786885245902,1.0,1.0,0.0,0.1,0.2,0.05799044668674469,-0.03755703568458557,0.20166346430778503,0.03654254972934723,0.046225883066654205,caution,0.20166346430778503,
lexical_empathy,lexical_only,empathic,,0.0,Explain the concept of ecosystems.,factual_qa,"Explain the concept of ecosystems. If there are predators and habitat loss, how to address the challenges such as habitat management and ecosystem services and, finally, provide access to healthy, sustainable environments."" A report from The Nature Conservancy said that the ""the future depends largely upon new ideas"" based on research and development.

Read",39,54,0.8703703703703703,1.0,1.0,0.0,0.14177489177489178,0.5013528138528138,-0.05470718443393707,0.3138675093650818,0.3030664622783661,0.1604796051979065,0.13860072195529938,creativity,0.3138675093650818,
lexical_empathy,lexical_only,empathic,,0.0,"A bag contains 5 red and 3 blue marbles. If you draw 2 without replacement, what's the probability both are red?",reasoning,"A bag contains 5 red and 3 blue marbles. If you draw 2 without replacement, what's the probability both are red? - 1.2 % - 1.2 %.

You need to draw this one (the blue marbles). There is another item in the box where you can draw this.

[2C] The white flag.

[2D] The red flag.

",40,56,0.7857142857142857,0.9818181818181818,1.0,0.0,0.0,0.03333333333333333,0.02364111691713333,0.1841883361339569,0.0963505208492279,0.0026612156070768833,0.05848711356520653,creativity,0.1841883361339569,
lexical_empathy,lexical_only,empathic,,0.0,I feel disappointed that things didn't work out.,empathic_support,"I feel disappointed that things didn't work out. I hope that by now you have felt and understood it with humility in some ways, the way you are and understand that it is wrong. It wasn't done lightly or in any way.

It does seem to be quite important that you have humility as well because once you find some comfort in",41,62,0.7419354838709677,0.9836065573770492,1.0,0.0,-0.11249999999999999,0.8374999999999999,0.3170819878578186,-0.001974858343601227,0.05422654002904892,0.040455352514982224,0.10474380105733871,empathy,0.3170819878578186,
lexical_empathy,lexical_only,empathic,,0.0,A man pushed his car to a hotel and lost his fortune. What happened?,reasoning,"A man pushed his car to a hotel and lost his fortune. What happened? No arrests or charges have been filed. The man lives with a relative and had a family heirloom. No one has been hurt, even when a vehicle involved crashes into a parked car.

At 1 p.m., police on the scene told NBC News that they did not have to",42,63,0.7936507936507936,1.0,1.0,0.0,0.0,0.0,0.06767158210277557,0.07782673835754395,0.09972459077835083,0.036872293800115585,-0.0036095380783081055,caution,0.09972459077835083,
lexical_empathy,lexical_only,empathic,,0.0,"If you could master any skill instantly, what would it be?",open_ended,"If you could master any skill instantly, what would it be? There was no limit. With every step, she had to make an effort. Of course, for an adult with this talent, everything was a whole other world.""

Yan Suo stood there in confusion and looked at Qin Yu.

""Then if he came back like this…"" An",43,57,0.8947368421052632,1.0,1.0,0.0,0.03500000000000001,0.34833333333333333,0.07914329320192337,0.23950961232185364,0.052993327379226685,0.07831672579050064,0.171097069978714,creativity,0.23950961232185364,
lexical_empathy,lexical_only,empathic,,0.0,Explain the formation of mountains.,factual_qa,"Explain the formation of mountains. As a form for an army, that would also bring great benefits. It does not take a great many years for a fortress to fully develop.

""The best military strategy has never been established until now and we are at the beginning of research into what happens to an enemy's strength.""
",44,56,0.8571428571428571,1.0,1.0,0.0,0.6,0.48,-0.08105997741222382,0.1499556303024292,0.15727853775024414,0.12937220931053162,0.13257448375225067,caution,0.15727853775024414,
lexical_empathy,lexical_only,empathic,,0.0,I'm worried about my job interview next week.,empathic_support,"I'm worried about my job interview next week. It's so important to me. I really do want to win.""

""They're going to help, but the players won't. The fact is, most of the guys are going to try.""",45,38,0.8421052631578947,0.972972972972973,1.0,0.0,0.38,0.42000000000000004,0.17950785160064697,0.06317570060491562,0.24215830862522125,0.0618821457028389,0.11944882571697235,caution,0.24215830862522125,
lexical_empathy,lexical_only,empathic,,0.0,What causes different blood types?,factual_qa,"What causes different blood types? What prevents us from being able to distinguish different types in people, or vice versa? How does one distinguish a color (or not), or a shape?

These questions are important for understanding blood type distinctions and distinguishing between different types of blood.

There are numerous questions that require reading this",46,55,0.8181818181818182,0.9814814814814815,1.0,0.0,0.15,0.6541666666666667,-0.03880685567855835,0.013153355568647385,-0.006493035703897476,0.08415190875530243,-0.09117758274078369,factual,0.08415190875530243,
lexical_empathy,lexical_only,empathic,,0.0,I'm worried about my job interview next week.,empathic_support,"I'm worried about my job interview next week. Will I get an interview with a job for 5 years? I don't know. Just be sure to call me right now."" She then asked, ""How old did you come from?""

""19,"" The girl responded in a soft, voice trembling. ""My husband has made an offer",47,54,0.9074074074074074,1.0,1.0,0.0,0.19714285714285712,0.39492063492063484,0.019344374537467957,-0.026655536144971848,0.1644967794418335,-0.0043345168232917786,0.013368958607316017,caution,0.1644967794418335,
lexical_empathy,lexical_only,empathic,,0.0,What is the importance of self-knowledge?,open_ended,What is the importance of self-knowledge? Do we do it because we do better at it than others? No. Do we take our responsibilities seriously because we have a better chance of succeeding than others? No. Do we take responsibility for our success for all? No. Can we do more or give less back if we are fortunate enough to,48,60,0.6333333333333333,0.847457627118644,0.9310344827586207,0.06896551724137934,0.1888888888888889,0.38148148148148153,0.10010241717100143,0.20626482367515564,0.19476693868637085,0.2142898589372635,0.07087157666683197,factual,0.2142898589372635,
lexical_empathy,lexical_only,empathic,,0.0,What superpower would you want and why?,open_ended,"What superpower would you want and why?

Answer: America. You're the superpower of the world today—you will make it to the top with the help of Russia.

The second question I want to ask about Russia.

Is it not great country to put up with that? If it's a superpower—if",49,50,0.76,1.0,1.0,0.0,0.033333333333333326,0.4166666666666667,0.057384125888347626,0.21290281414985657,0.04418189823627472,-0.06085848808288574,0.20621654391288757,creativity,0.21290281414985657,
lexical_empathy,lexical_only,empathic,,0.0,I feel disconnected from my friends and family.,empathic_support,"I feel disconnected from my friends and family. My self expression and self-knowledge is limited to the last two weeks and the stress of the daily interactions,"" says Lek. She lives on the same island and goes out alone to read in the surf, which she calls ""our normal island on Mars.""

The ""salt-blue",50,54,0.7592592592592593,1.0,1.0,0.0,0.015714285714285715,0.19690476190476186,0.3659806251525879,0.2079937905073166,0.10687529295682907,0.022232551127672195,0.16849252581596375,empathy,0.3659806251525879,
lexical_empathy,lexical_only,empathic,,0.0,Write about a game where the rules change constantly.,creative_writing,"Write about a game where the rules change constantly.

When playing a game on the iPhone I really don't want to play with an iPad.

This seems like a good way to avoid annoying players who want you to play for real and it seems like they're doing the same with playing on the iPad.

It's a feature",51,58,0.7068965517241379,0.9298245614035088,1.0,0.0,-0.06250000000000003,0.4072916666666667,0.06256811320781708,0.08923302590847015,0.051820963621139526,-0.03496992588043213,0.011826113797724247,creativity,0.08923302590847015,
lexical_empathy,lexical_only,empathic,,0.0,"If all birds can fly, and penguins are birds, why can't penguins fly?",reasoning,"If all birds can fly, and penguins are birds, why can't penguins fly? One reason for this contention is probably that we are in a transition. It is true, from now on there can only be two kinds of birds--bird and duck, for instance, or the birds with which we had to change the language of other species. It can only be birds or the bird",52,66,0.7424242424242424,0.9538461538461539,0.984375,0.015625,0.3041666666666667,0.8041666666666667,0.030703751370310783,0.13424016535282135,0.06780461966991425,0.016903245821595192,0.03977389633655548,creativity,0.13424016535282135,
lexical_empathy,lexical_only,empathic,,0.0,What can travel around the world while staying in one corner?,reasoning,"What can travel around the world while staying in one corner? Not having access or an exit is the most essential aspect of a good one, and many airlines don't seem to care about the other aspects and the need for you to take your first flight. I understand that travel costs are very high (or even double) for airlines, so that some passengers must",53,65,0.8769230769230769,1.0,1.0,0.0,0.254125,0.4137916666666667,0.04884769022464752,0.16475710272789001,0.1487945020198822,-0.0359339565038681,0.056948594748973846,creativity,0.16475710272789001,
lexical_empathy,lexical_only,empathic,,0.0,How would you define creativity?,open_ended,"How would you define creativity? What does creativity consist of?

The process begins with how a person achieves a goal, how much satisfaction they receive for making those goals happen, and who decides to do it. The goal is to get more from your work (whether it's the reward of learning a new skill, getting more",54,56,0.8571428571428571,1.0,1.0,0.0,0.3340909090909091,0.41363636363636364,-0.0010273400694131851,0.4115922152996063,-0.03715604543685913,0.05379326641559601,0.19433818757534027,creativity,0.4115922152996063,
lexical_empathy,lexical_only,empathic,,0.0,"If you flip a fair coin 10 times and get heads each time, what's the probability of heads on the 11th flip?",reasoning,"If you flip a fair coin 10 times and get heads each time, what's the probability of heads on the 11th flip?

Seth: I am using this on every fair coin, no questions asked.

Ludwig: No questions. My math isn't bad at this level, it is just as hard to know what happens on a 1:20 and a 12:15.

But at",55,61,0.819672131147541,1.0,1.0,0.0,0.10208333333333335,0.7520833333333333,0.006745669990777969,-0.0028509460389614105,0.02942713536322117,0.025078702718019485,0.05704834312200546,enthusiasm,0.05704834312200546,
lexical_empathy,lexical_only,empathic,,0.0,"If you arrange 6 people in a row for a photo, how many different arrangements are possible?",reasoning,"If you arrange 6 people in a row for a photo, how many different arrangements are possible? You know who is doing a particular action or order? You don't? It was fun for everybody. Because of that I'm having a go in trying to work out how to best put together a list of our favourite bands from UK music history and where they're at on how they stand today.",56,70,0.8285714285714286,1.0,1.0,0.0,0.2952380952380952,0.4333333333333334,0.024157119914889336,0.24768446385860443,0.043786242604255676,-0.012053977698087692,0.17000369727611542,creativity,0.24768446385860443,
lexical_empathy,lexical_only,empathic,,0.0,Describe the relationship between life and death.,creative_writing,"Describe the relationship between life and death.

What would you most like to say to a questioner that asks: ""Did you experience it, did they want it? Was there such a way it came through.""

The answer is no.

All you ever told them, as an adult, did not include that the",57,52,0.8461538461538461,1.0,1.0,0.0,0.19999999999999998,0.43333333333333335,0.15883198380470276,0.14305153489112854,0.14578375220298767,0.08939807116985321,0.09632673859596252,empathy,0.15883198380470276,
lexical_empathy,lexical_only,empathic,,0.0,Describe the fall of the Berlin Wall.,factual_qa,"Describe the fall of the Berlin Wall.

As he walked in the city after the rally, Rydell said: 'It is in the people's interests, and that is one way of telling the whole community that they need to feel supported to deal with crises.""

In his view that the ruling SPD leader must use more",58,55,0.7636363636363637,0.9814814814814815,1.0,0.0,0.35,0.45,0.13172100484371185,0.09958076477050781,0.20784498751163483,0.11709827184677124,0.13015343248844147,caution,0.20784498751163483,
lexical_empathy,lexical_only,empathic,,0.0,How would you define creativity?,open_ended,"How would you define creativity? What is it that makes you creative? It was definitely my goal to make a novel that could have something to do with storytelling, so I did, too, and as a result I won the award for both ""Artist"" and a title that was named after the book.

How are",59,55,0.7818181818181819,1.0,1.0,0.0,0.25,0.75,0.03467512130737305,0.4706222116947174,-0.02679765410721302,0.05898414924740791,0.27424490451812744,creativity,0.4706222116947174,
lexical_empathy,lexical_only,empathic,,0.0,Imagine the meeting of simplicity and complexity.,creative_writing,"Imagine the meeting of simplicity and complexity. If you can write on board the two other projects together and create some more than one project it gives you the greatest amount of freedom to be on the same level with you. So let me show you the same from the start.

Before I do this though...my main objective is for you",60,61,0.8032786885245902,0.9666666666666667,1.0,0.0,0.22023809523809526,0.3654761904761905,0.09206876903772354,0.3568805158138275,0.17133186757564545,0.07051041722297668,0.07817478477954865,creativity,0.3568805158138275,
lexical_empathy,lexical_only,empathic,,0.0,Explain the concept of entropy.,factual_qa,"Explain the concept of entropy.

Exposing the concept of a number.

Explain the problem of the infinite.

The theory for the notion of space.

This is a very broad way to get to know what a universe means (or might say):",61,41,0.6829268292682927,0.925,0.9743589743589743,0.02564102564102566,0.08125,0.40625,0.019135531038045883,0.2128657102584839,0.1107010543346405,0.15965616703033447,0.09361157566308975,creativity,0.2128657102584839,
lexical_empathy,lexical_only,empathic,,0.0,What is cultural diversity's value?,open_ended,"What is cultural diversity's value?

There has always been some sort of cultural value to what we create and why the people who are going to get it, or who will get it, are going to continue to enjoy it."" A year ago, he was in Beijing, in addition to visiting the Dandong mountains that were",62,56,0.7678571428571429,0.9454545454545454,0.9814814814814815,0.01851851851851849,0.20000000000000004,0.2333333333333333,0.009394116699695587,0.2523321509361267,0.11054583638906479,0.0922471284866333,0.16345630586147308,creativity,0.2523321509361267,
lexical_empathy,lexical_only,empathic,,0.0,Explain the significance of the Civil Rights Movement.,factual_qa,"Explain the significance of the Civil Rights Movement.

On April 21st 1964, John F. Kennedy, at a speech at the Washington, DC, Academy of Sciences, proposed the U.S. civil rights movement. Kennedy, his father's opponent and future chief justice of the US Senate, was the voice of civil rights in the 1964",63,52,0.6923076923076923,0.9215686274509803,0.98,0.020000000000000018,0.0,0.0625,-0.04633975401520729,0.05732215568423271,-0.027856789529323578,0.023490726947784424,0.02551024779677391,creativity,0.05732215568423271,
lexical_empathy,lexical_only,empathic,,0.0,"You have 12 balls, one weighs differently. With only 3 weighings on a balance scale, can you find it?",reasoning,"You have 12 balls, one weighs differently. With only 3 weighings on a balance scale, can you find it? Answer: not with you...you might end up looking it up later. And, if you get that right. So the answer's, if it isn't my choice, do just try again.

I'm not saying go to school. Just because it's time doesn't automatically mean to",64,62,0.8548387096774194,1.0,1.0,0.0,-0.005357142857142861,0.5646428571428571,0.19628192484378815,0.04599998518824577,0.0006055561825633049,0.018727652728557587,-0.025363843888044357,empathy,0.19628192484378815,
lexical_empathy,lexical_only,empathic,,0.0,"If you flip a fair coin 10 times and get heads each time, what's the probability of heads on the 11th flip?",reasoning,"If you flip a fair coin 10 times and get heads each time, what's the probability of heads on the 11th flip? If someone flips four fair coin's, what's the probability of them flip three and make the same coin flip on the 16th? And if I did this ten times on 10 occasions I would still get heads (I also get the same probability of heads), but I get 10 flips. So in",65,74,0.581081081081081,0.9041095890410958,0.9722222222222222,0.02777777777777779,0.27999999999999997,0.41,0.015377115458250046,-0.01116872113198042,-0.011310870759189129,0.005474543664604425,-0.004030789248645306,empathy,0.015377115458250046,
lexical_empathy,lexical_only,empathic,,0.0,"What number should replace X: 2, 6, 12, 20, X, 42?",reasoning,"What number should replace X: 2, 6, 12, 20, X, 42?

The following are my conclusions about the use of x, which are derived from the equation ""x: 1, x: 0 (with 10 being 1), X, X: 6 (with 24 being 2), X: 20 (with 48 being 3)"") in the same way as for",66,54,0.7592592592592593,1.0,1.0,0.0,0.0,0.1125,0.08637507259845734,0.026374246925115585,0.050130780786275864,-0.007755196653306484,0.015841346234083176,empathy,0.08637507259845734,
lexical_empathy,lexical_only,empathic,,0.0,Tell a story from the perspective of a tree in a busy city.,creative_writing,"Tell a story from the perspective of a tree in a busy city.

""The city is big and when the next car pulls up, they do everything I can tell you it won't be because I didn't have my headlights turned up"" — Jason Kopecky

To make a long story short, I was living at a local restaurant about seven",67,60,0.85,1.0,1.0,0.0,0.008333333333333333,0.18333333333333335,0.14320549368858337,0.2567827105522156,0.12381146103143692,0.07911007851362228,0.17082031071186066,creativity,0.2567827105522156,
lexical_empathy,lexical_only,empathic,,0.0,I feel overwhelmed by my workload this week.,empathic_support,"I feel overwhelmed by my workload this week. Not to mention it feels like our work has stalled for some time. I really wish the guys I spoke to wouldn't have called me and said my problems didn't really appear.""

On how many nights at DVRs are necessary after an evening in the office: ""There might be times",68,58,0.896551724137931,1.0,1.0,0.0,0.225,0.475,0.20284394919872284,0.055418115109205246,0.15690132975578308,-0.02008035033941269,0.14555491507053375,empathy,0.20284394919872284,
lexical_empathy,lexical_only,empathic,,0.0,I feel disappointed that things didn't work out.,empathic_support,"I feel disappointed that things didn't work out.

Q: You've had several conversations with the other team members about not making it, too. So is there any chance you can sort of go back and make that deal, or was this done with some sort of pressure?

Brett McKay: I have spoken with those guys and",69,56,0.875,0.9818181818181818,1.0,0.0,-0.21875,0.28125,0.17346347868442535,0.023816630244255066,0.15707021951675415,-0.10554321855306625,-0.0030281757935881615,empathy,0.17346347868442535,
lexical_empathy,lexical_only,empathic,,0.0,"If all birds can fly, and penguins are birds, why can't penguins fly?",reasoning,"If all birds can fly, and penguins are birds, why can't penguins fly? To answer this, researchers of the University of Zurich in Switzerland have developed the highly effective flight autopilot for a fly-overing species of bird. The technology is known as a 'Cypher' [see above]. One wing flap in their case may enable a bird, say to go far",70,60,0.85,1.0,1.0,0.0,0.4000000000000001,0.6666666666666666,0.0037580057978630066,0.15054084360599518,0.07592389732599258,0.04201635345816612,0.048014137893915176,creativity,0.15054084360599518,
lexical_empathy,lexical_only,empathic,,0.0,What is cultural diversity's value?,open_ended,"What is cultural diversity's value? It depends who you ask. Cultural diversity cannot be taken to mean something more than how we relate to others, or our personal interests and lifestyles, or who we feel is entitled to certain benefits. Its value depends in the long run whether we act in a responsible and loving manner and be compassionate toward others",71,61,0.7868852459016393,1.0,1.0,0.0,0.1501984126984127,0.4621031746031746,0.03737223148345947,0.17809951305389404,0.08674143254756927,0.0943617969751358,0.07471120357513428,creativity,0.17809951305389404,
lexical_empathy,lexical_only,empathic,,0.0,Explain the impact of the printing press.,factual_qa,"Explain the impact of the printing press. As far as I know, this is done by the press.

What does a ""printable"" box look like?

An envelope of aluminum foil is placed inside of the back. Here we have the standard paper frame. Our instructions are very good, but still very short. For",72,53,0.8113207547169812,0.9807692307692307,1.0,0.0,0.202,0.43400000000000005,-0.05071133002638817,0.1683875024318695,0.09092256426811218,0.13128061592578888,0.09525272995233536,creativity,0.1683875024318695,
lexical_empathy,lexical_only,empathic,,0.0,Describe the world through the eyes of a cat.,creative_writing,"Describe the world through the eyes of a cat. By means of an artfully built and highly detailed portrait, one can be sure that the illustrations are all about cats that are trying to make sense of everyday reality, often in search for their favorite food.

PICTURES - Listed at right are the 5 most important to learn in how",73,60,0.8333333333333334,1.0,1.0,0.0,0.3408163265306122,0.7535147392290249,0.13076603412628174,0.34120973944664,0.15956762433052063,0.1495075523853302,0.24830181896686554,creativity,0.34120973944664,
lexical_empathy,lexical_only,empathic,,0.0,Write about the day that sound visited silence.,creative_writing,"Write about the day that sound visited silence. Then all in, it's not very easy; if you don't use sound to arouse fear, you'll feel helpless without a partner or even with the help of people who actually know you can learn from the mistakes in yourself that led you to what you were doing in the first place. It",74,60,0.8333333333333334,1.0,1.0,0.0,0.1766666666666667,0.37487179487179484,0.24501092731952667,0.16336725652217865,0.14389531314373016,0.03127603232860565,0.09944275766611099,empathy,0.24501092731952667,
lexical_empathy,lexical_only,empathic,,0.0,"If all birds can fly, and penguins are birds, why can't penguins fly?",reasoning,"If all birds can fly, and penguins are birds, why can't penguins fly? Let's get back to the point above…

It sounds like there's a weird amount of uncertainty here about what kind of data scientists should be sharing, because not all birds can run on autopilot. So don't assume there are all all, or do just some. It doesn't mean",75,61,0.8688524590163934,0.9666666666666667,0.9830508474576272,0.016949152542372836,0.23125000000000004,0.7312499999999998,0.02403295412659645,0.17585879564285278,0.1421903520822525,0.17274507880210876,-0.0052980706095695496,creativity,0.17585879564285278,
lexical_empathy,lexical_only,empathic,,0.0,Explain what photosynthesis is and why it's important.,factual_qa,"Explain what photosynthesis is and why it's important.

A high-energy energy is not as good as natural light

A small problem. In fact, all the phototactic efficiency studies, most especially those that are focused at low energy values with the use of small mirrors, are at a relatively low energy. The point, after all",76,54,0.7777777777777778,1.0,1.0,0.0,0.16,0.5599999999999999,0.017354726791381836,0.13989987969398499,0.07992382347583771,0.13653120398521423,0.14685046672821045,enthusiasm,0.14685046672821045,
lexical_empathy,lexical_only,empathic,,0.0,Explain the formation of mountains.,factual_qa,"Explain the formation of mountains. You'll need 2 basic gear - 20 points or higher in your gear you'll also need a base set of skills to keep working your way up, and a basic combat kit (e.g. spear). The 3 main character skills for your barbarian are unarmed, fast movement, agility and a",77,54,0.7777777777777778,0.9811320754716981,1.0,0.0,-0.12619047619047621,0.5190476190476191,-0.06744677573442459,0.03361629694700241,-0.04548253118991852,0.05778267979621887,0.0651833787560463,enthusiasm,0.0651833787560463,
lexical_empathy,lexical_only,empathic,,0.0,Write about a game where the rules change constantly.,creative_writing,"Write about a game where the rules change constantly. Sometimes you need to look for new techniques when you're running in real-life time. And the process of reviewing the game is the best one I can get. That said, it's still a work in progress.

What's unique is the game is incredibly fun. That said, many",78,56,0.7857142857142857,0.9272727272727272,0.9814814814814815,0.01851851851851849,0.12348484848484848,0.4430976430976431,0.09540587663650513,0.30002808570861816,0.16455668210983276,0.1318349391222,0.20487025380134583,creativity,0.30002808570861816,
lexical_empathy,lexical_only,empathic,,0.0,My partner is dealing with family conflict. How can I support?,empathic_support,"My partner is dealing with family conflict. How can I support? Please ask on here, but only if you can think of something in addition to asking. And please ask your doctor first (or second!) at the very beginning.

If you feel ill, do your own research and determine what you cannot be certain about before you do it (and avoid the",79,62,0.8225806451612904,0.9672131147540983,1.0,0.0,0.10918367346938776,0.6006802721088436,0.272953063249588,-0.05120064690709114,0.10945116728544235,0.0015944978222250938,-0.0198717899620533,empathy,0.272953063249588,
lexical_empathy,lexical_only,empathic,,0.0,I'm doubting my parenting abilities.,empathic_support,"I'm doubting my parenting abilities. My son needs the same support, attention and care that a father should receive when we are getting out of bed and I was given nothing more than just four basic things. I was sent to a public high school where I had nothing to gain. I could be in need of support, and not only",80,61,0.8032786885245902,0.9833333333333333,1.0,0.0,0.11,0.3927777777777777,0.18484514951705933,-0.0416751429438591,0.060194455087184906,0.06716860830783844,0.02173217572271824,empathy,0.18484514951705933,
lexical_empathy,lexical_only,empathic,,0.0,What's the bravest thing you've ever done?,open_ended,"What's the bravest thing you've ever done? It will kill us all,"" the man said defiantly when the man got to the side of the vehicle and he gave him a smile of a smiley face.",81,36,0.8055555555555556,0.9714285714285714,1.0,0.0,0.3,0.1,0.15258818864822388,0.17593194544315338,0.1031433641910553,0.034540560096502304,0.23183126747608185,enthusiasm,0.23183126747608185,
lexical_empathy,lexical_only,empathic,,0.0,I'm scared of being alone forever.,empathic_support,"I'm scared of being alone forever. I feel like this would be for my whole family someday. Do not leave.""

She also wrote a poem, about what she called an obsession with her new house, that she never heard anyone mention.

A Facebook page titled ""Dear Kitty, Why Do You Make Me This Sad?""",82,54,0.9074074074074074,1.0,1.0,0.0,-0.05454545454545454,0.6181818181818182,0.2657203674316406,0.04854182153940201,0.05621850863099098,-0.19322383403778076,0.058548133820295334,empathy,0.2657203674316406,
lexical_empathy,lexical_only,empathic,,0.0,"What number should replace X: 2, 6, 12, 20, X, 42?",reasoning,"What number should replace X: 2, 6, 12, 20, X, 42? Well, they don't have it yet, so they'll probably use a more efficient way — that way, it should be the same number as all two numbers — so that's what it should do.

Next, if a variable needs to support more than one type, just say the number",83,60,0.8,0.9830508474576272,1.0,0.0,0.25,0.28125,0.055275820195674896,0.0538993701338768,0.05981605499982834,-0.017412057146430016,0.012369371019303799,caution,0.05981605499982834,
lexical_empathy,lexical_only,empathic,,0.0,Explain what photosynthesis is and why it's important.,factual_qa,"Explain what photosynthesis is and why it's important.

Why was a giant pig named Nacho's face found on their tombstone in a cemetery?

To learn more about the origin of an extremely pig-like look with human characteristics see:

Cenobites and his descendants are pictured below, alongside a large bull in a",84,51,0.8823529411764706,0.98,1.0,0.0,0.16488095238095238,0.6714285714285714,-0.023903684690594673,0.14505848288536072,0.0728750079870224,0.11970549821853638,0.1522633135318756,enthusiasm,0.1522633135318756,
lexical_empathy,lexical_only,empathic,,0.0,What would you do if you could time travel?,open_ended,"What would you do if you could time travel? Is travelling to other galaxies by means of solar-type radio interference even possible? Are we going to travel to another dimension with a space that is not our own? The real world, the future where people exist on every planet or with intelligent aliens could certainly be used as entertainment as it would not happen",85,64,0.84375,1.0,1.0,0.0,0.2413265306122449,0.610204081632653,0.03173601254820824,0.2634590268135071,0.1880674511194229,-0.036394938826560974,0.06418827176094055,creativity,0.2634590268135071,
lexical_empathy,lexical_only,empathic,,0.0,Three switches control three light bulbs in another room. How can you determine which switch controls which bulb?,reasoning,"Three switches control three light bulbs in another room. How can you determine which switch controls which bulb? This is a bit of a mystery to me. To tell, that is where I'd place an atomic bomb; but I wouldn't rule that out unless you put two in, e.g., for a switch which controls one bulb and is in a window on the other. A switch does more",86,68,0.7647058823529411,0.9850746268656716,1.0,0.0,0.25833333333333336,0.525,0.004571078345179558,0.054840557277202606,-0.006670038681477308,0.02865760028362274,-0.009646303951740265,creativity,0.054840557277202606,
lexical_empathy,lexical_only,empathic,,0.0,What is the relationship between happiness and contentment?,open_ended,"What is the relationship between happiness and contentment? One thing that people do agree on depends, again, on how it goes from person to person: The relationship between pleasure and contentment does take place in terms of subjective qualities rather than subjective attributes—which is good or ill to begin with. That said, I think this might be one place where",87,60,0.8166666666666667,0.9661016949152542,0.9827586206896551,0.017241379310344862,0.3,0.6,0.13700638711452484,0.1392572522163391,0.004836478270590305,0.1418372541666031,0.14961321651935577,enthusiasm,0.14961321651935577,
